SMILES,type,temp,pCMC,AW_ST_CMC,Gamma_max,Area_min,Pi_CMC,pC20,fold
CCCCCCCCCCOc1ccc[n+](CC(O)C[n+]2cccc(OCCCCCCCCCC)c2)c1,gemini cationic,25,3,26.2,0.00000083,1.98,45.8,2.87289520163519,2
CCCCCCCCCCCCCCCCCC[N+](C)(C)CCOCC[N+](C)(C)CCCCCCCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25,5.85387196432176,40,0.000002,2.5,32,6.26,8
CCCCCCCCCCCCCCCC[N+](C)(C)CCOCC[N+](C)(C)CCCCCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25,5.18045606445813,37,0.0000016,3.5,35,5.72,1
CCCCCCCCCCCCCC[N+](C)(C)CCOCC[N+](C)(C)CCCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25,4.23657200643706,39,0.0000011,1.56,33,4.88,3
CCCCCCCCCCCC[N+](C)(C)CCOCC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25,3.2839966563652,40,0.00000097,5.2,32,4,8
CCCCCCCCCCCC[N+]1(CC(=O)OCCOC(=O)C[N+]2(CCCCCCCCCCCC)CCCC2)CCCC1.[Br-].[Br-],gemini cationic,25,3.17392519729917,40,0.00000139,1.19,32,3.65,9
CCCCCCCCCCCC[N+]1(CC(=O)OCCOC(=O)C[N+]2(CCCCCCCCCCCC)CCCCC2)CCCCC1.[Br-].[Br-],gemini cationic,25,3.2518119729938,41.6,0.00000148,1.12,30.4,3.68,9
CCCCCCCCCCCC[N+]1(CC(=O)OCCOC(=O)C[N+]2(CCCCCCCCCCCC)CCOCC2)CCOCC1.[Br-].[Br-],gemini cationic,25,3.10237290870956,41.1,0.00000146,1.14,30.9,3.52,9
CCCCCCCCCCCCCCCC[N+](C)(C)CC(O)COc1ccc(OCC(O)C[N+](C)(C)CCCCCCCCCCCCCCCC)cc1.[Cl-].[Cl-],gemini cationic,25,5.22184874961636,43.3,0.00000099,1.68,28.7,5.75,0
CCCCCCCCCCCCCC[N+](C)(C)CC(O)COc1ccc(OCC(O)C[N+](C)(C)CCCCCCCCCCCCCC)cc1.[Cl-].[Cl-],gemini cationic,25,4,41.1,0.00000107,1.55,30.9,4.59,3
CCCCCCCCCCCC[N+](C)(C)CC(O)COc1ccc(OCC(O)C[N+](C)(C)CCCCCCCCCCCC)cc1.[Cl-].[Cl-],gemini cationic,25,3.22184874961636,40.2,0.00000114,1.46,31.8,3.83,7
CCCCCCCCCCCCCCCCOC(=O)C[N+](CC)(CC)c1ccc(C=NCCN=Cc2ccc([N+](CC)(CC)CC(=O)OCCCCCCCCCCCCCCCC)cc2)cc1.[Cl-].[Cl-],gemini cationic,25,2.18976748200492,42.1,0.00000073,2.266,29.7,3.34008379993015,9
CCCCCCCCCCCCOC(=O)C[N+](CC)(CC)c1ccc(C=NCCN=Cc2ccc([N+](CC)(CC)CC(=O)OCCCCCCCCCCCC)cc2)cc1.[Cl-].[Cl-],gemini cationic,25,2.61083391563547,33.6,0.00000118,1.408,38.2,3.93930215964639,5
CCCCCCCCCCOC(=O)C[N+](CC)(CC)c1ccc(C=NCCN=Cc2ccc([N+](CC)(CC)CC(=O)OCCCCCCCCCC)cc2)cc1.[Cl-].[Cl-],gemini cationic,25,2.54975089168064,37.6,0.00000105,1.582,34.25,3.73048705578208,1
CCCCCCCCCCCC(=O)Oc1cccc2ccc[n+](CCCCCCCCCC[n+]3cccc4cccc(OC(=O)CCCCCCCCCCC)c43)c12.[Br-].[Br-],gemini cationic,25,2,43,0.000000367,4.52,29,3.52287874528034,1
CCCCCCCCCCCC(=O)Oc1cccc2ccc[n+](CCCCCC[n+]3cccc4cccc(OC(=O)CCCCCCCCCCC)c43)c12.[Br-].[Br-],gemini cationic,25,1.69897000433602,41,0.000000388,4.28,31,3.49485002168009,1
CCCCCCCCCCCCCC(=O)Oc1cccc2ccc[n+](CCCCCCCCCC[n+]3cccc4cccc(OC(=O)CCCCCCCCCCCCC)c43)c12.[Br-].[Br-],gemini cationic,25,2.2518119729938,45,0.000000401,4.14,27,3.26760624017703,4
CCCCCCCCCCCCCC(=O)Oc1cccc2ccc[n+](CCCCCC[n+]3cccc4cccc(OC(=O)CCCCCCCCCCCCC)c43)c12.[Br-].[Br-],gemini cationic,25,1.79588001734408,43,0.00000044,3.77,29,3.83863199776503,4
CCCCCCCCCCCCCCCC(=O)Oc1cccc2ccc[n+](CCCCCC[n+]3cccc4cccc(OC(=O)CCCCCCCCCCCCCCC)c43)c12.[Br-].[Br-],gemini cationic,25,2,44,0.000000461,3.6,28,3.26760624017703,6
CCCCCCCCCCCCCCCCCC(=O)Oc1cccc2ccc[n+](CCCCCCCCCC[n+]3cccc4cccc(OC(=O)CCCCCCCCCCCCCCCCC)c43)c12.[Br-].[Br-],gemini cationic,25,3.69897000433602,50,0.000000449,3.7,22,4,7
CCCCCCCCCCCCCCCCCC(=O)Oc1cccc2ccc[n+](CCCCCC[n+]3cccc4cccc(OC(=O)CCCCCCCCCCCCCCCCC)c43)c12.[Br-].[Br-],gemini cationic,25,2,46,0.000000513,3.24,26,2.65757731917779,7
CCCCCCCCCCCCCCCCCC[N+](C)(C)CC(O)CN1CCN(CC(O)C[N+](C)(C)CCCCCCCCCCCCCCCCCC)CC1.[Cl-].[Cl-],gemini cationic,25,3.40120949323689,40.9,0.000001207,1.38,31.1,4.994,8
CCCCCCCCCCCCCCCC[N+](C)(C)CC(O)CN1CCN(CC(O)C[N+](C)(C)CCCCCCCCCCCCCCCC)CC1.[Cl-].[Cl-],gemini cationic,25,3.39469495385889,36.5,0.000001789,0.93,35.5,5.218,0
CCCCCCCCCCCC[N+](C)(C)CC(O)CN1CCN(CC(O)C[N+](C)(C)CCCCCCCCCCCC)CC1.[Cl-].[Cl-],gemini cationic,25,2.99869906697958,37.6,0.000001742,0.95,34.37,3.934,7
CCCCCCCCCCCCCCCC[N+]1(C)CC[N+](C)(CCCCCCCCCCCCCCCC)CC1.[Br-].[Br-],gemini cationic,25,2.61978875828839,38,0.000000776,2.1,34,4.89,1
CCCCCCCCCCCCCC[N+]1(C)CC[N+](C)(CCCCCCCCCCCCCC)CC1.[Br-].[Br-],gemini cationic,25,3.79588001734408,35,0.00000049,3.4,37,6.55,4
CCCCCCCCCCCC[N+]1(C)CC[N+](C)(CCCCCCCCCCCC)CC1.[Br-].[Br-],gemini cationic,25,2.69897000433602,36,0.000000558,3,36,4.85,9
CCCCCCCCCCCCCCCCn1cc[n+](COCCCCCCOC[n+]2ccn(CCCCCCCCCCCCCCCC)c2)c1.[Cl-].[Cl-],gemini cationic,25,3.65000000000007,26.4,0.00000177,1.01,45.6,4.49446665894296,1
CCCCCCCCCCCCCCCCn1cc[n+](COCCCCCOC[n+]2ccn(CCCCCCCCCCCCCCCC)c2)c1.[Cl-].[Cl-],gemini cationic,25,3.61000000000001,29.6,0.00000208,0.88,42.4,4.23878256636433,1
CCCCCCCCCCCCCCCCn1cc[n+](COCCCCOC[n+]2ccn(CCCCCCCCCCCCCCCC)c2)c1.[Cl-].[Cl-],gemini cationic,25,3.58000000000006,31.5,0.00000211,0.86,40.5,4.14726660100241,2
CCCCCCCCCCCCCCCCn1cc[n+](COCCCOC[n+]2ccn(CCCCCCCCCCCCCCCC)c2)c1.[Cl-].[Cl-],gemini cationic,25,3.55000000000007,32.8,0.00000214,0.84,39.2,4.07384555595647,2
CCCCCCCCCCCCCCCCn1cc[n+](COCCOC[n+]2ccn(CCCCCCCCCCCCCCCC)c2)c1.[Cl-].[Cl-],gemini cationic,25,3.52,33.9,0.00000217,0.82,38.1,4.0070063787542,2
CCCCCCCCCCCCCCn1cc[n+](COCCCCCCOC[n+]2ccn(CCCCCCCCCCCCCC)c2)c1.[Cl-].[Cl-],gemini cationic,25,3.47,28.3,0.0000019,0.95,43.7,4.19830040863478,4
CCCCCCCCCCCCCCn1cc[n+](COCCCCCOC[n+]2ccn(CCCCCCCCCCCCCC)c2)c1.[Cl-].[Cl-],gemini cationic,25,3.43000000000009,33.9,0.00000216,0.84,38.1,3.91926103791519,4
CCCCCCCCCCCCCCn1cc[n+](COCCCCOC[n+]2ccn(CCCCCCCCCCCCCC)c2)c1.[Cl-].[Cl-],gemini cationic,25,3.40000000000011,35.2,0.00000219,0.82,36.77,3.84789991028703,4
CCCCCCCCCCCCn1cc[n+](COCCCCCCOC[n+]2ccn(CCCCCCCCCCCC)c2)c1.[Cl-].[Cl-],gemini cationic,25,3.29000000000006,30.3,0.00000203,0.89,41.7,3.91413638976563,0
CCCCCCCCCCCCn1cc[n+](COCCCCOC[n+]2ccn(CCCCCCCCCCCC)c2)c1.[Cl-].[Cl-],gemini cationic,25,3.22000000000004,39.2,0.00000227,0.78,32.8,3.54923039346456,0
CCCCCCCCCCCCn1cc[n+](COCCCOC[n+]2ccn(CCCCCCCCCCCC)c2)c1.[Cl-].[Cl-],gemini cationic,25,3.18000000000006,40.3,0.0000023,0.76,31.7,3.47701188926719,0
CCCCCCCCCCCCn1cc[n+](COCCOC[n+]2ccn(CCCCCCCCCCCC)c2)c1.[Cl-].[Cl-],gemini cationic,25,3.15000000000002,41.4,0.00000233,0.74,30.6,3.41562304612205,0
CCCCCCCCCCCn1cc[n+](COCCCCCCOC[n+]2ccn(CCCCCCCCCCC)c2)c1.[Cl-].[Cl-],gemini cationic,25,3.20000000000006,31.2,0.00000209,0.86,40.77,3.78107589181454,0
CCCCCCCCCCCn1cc[n+](COCCCCCOC[n+]2ccn(CCCCCCCCCCC)c2)c1.[Cl-].[Cl-],gemini cationic,25,3.16000000000002,40.1,0.00000228,0.78,31.9,3.46473891922484,0
CCCCCCCCCCCn1cc[n+](COCCCCOC[n+]2ccn(CCCCCCCCCCC)c2)c1.[Cl-].[Cl-],gemini cationic,25,3.13000000000001,41.2,0.00000231,0.76,30.8,3.4029779601656,0
CCCCCCCCCCCn1cc[n+](COCCCOC[n+]2ccn(CCCCCCCCCCC)c2)c1.[Cl-].[Cl-],gemini cationic,25,3.07000000000004,42.4,0.00000234,0.74,29.6,3.30953621575788,1
CCCCCCCCCCn1cc[n+](COCCCCCCOC[n+]2ccn(CCCCCCCCCC)c2)c1.[Cl-].[Cl-],gemini cationic,25,3.07000000000004,32.2,0.00000215,0.83,39.8,3.6077030982797,5
CCCCCCCCCCn1cc[n+](COCCCCCOC[n+]2ccn(CCCCCCCCCC)c2)c1.[Cl-].[Cl-],gemini cationic,25,3.07000000000004,41.9,0.00000232,0.76,30.1,3.32418457809005,5
CCCCCCCCCCn1cc[n+](COCCCCOC[n+]2ccn(CCCCCCCCCC)c2)c1.[Cl-].[Cl-],gemini cationic,25,3,43,0.00000235,0.74,28.97,3.22360960566756,5
CCCCCCCCCCn1cc[n+](COCCCOC[n+]2ccn(CCCCCCCCCC)c2)c1.[Cl-].[Cl-],gemini cationic,25,2.95000000000002,44.2,0.00000238,0.72,27.8,3.14135219756708,5
CCCCCCCCCCn1cc[n+](COCCOC[n+]2ccn(CCCCCCCCCC)c2)c1.[Cl-].[Cl-],gemini cationic,25,2.92000000000001,45.3,0.00000241,0.7,26.67,3.08232057359317,5
CCCCCCCCCn1cc[n+](COCCCCCCOC[n+]2ccn(CCCCCCCCC)c2)c1.[Cl-].[Cl-],gemini cationic,25,2.95000000000002,33.3,0.00000222,0.8,38.7,3.44181802407714,6
CCCCCCCCCn1cc[n+](COCCCCCOC[n+]2ccn(CCCCCCCCC)c2)c1.[Cl-].[Cl-],gemini cationic,25,2.91000000000003,44,0.00000236,0.74,27.97,3.10792187318977,6
CCCCCCCCCn1cc[n+](COCCCCOC[n+]2ccn(CCCCCCCCC)c2)c1.[Cl-].[Cl-],gemini cationic,25,2.88,45.2,0.00000239,0.72,26.8,3.0461218734806,6
CCCCCCCCCn1cc[n+](COCCCOC[n+]2ccn(CCCCCCCCC)c2)c1.[Cl-].[Cl-],gemini cationic,25,2.84000000000001,46.4,0.00000242,0.7,25.6,2.97511030351631,6
CCCCCCCCCn1cc[n+](COCCOC[n+]2ccn(CCCCCCCCC)c2)c1.[Cl-].[Cl-],gemini cationic,25,2.81000000000002,47.5,0.00000245,0.68,24.5,2.91724134149365,6
CCCCCCCCn1cc[n+](COCCCCCCOC[n+]2ccn(CCCCCCCC)c2)c1.[Cl-].[Cl-],gemini cationic,25,2.87000000000002,34.2,0.00000228,0.77,37.8,3.32582796321025,0
CCCCCCCCn1cc[n+](COCCCCCOC[n+]2ccn(CCCCCCCC)c2)c1.[Cl-].[Cl-],gemini cationic,25,2.83,45.6,0.0000024,0.72,26.4,2.9856985402426,0
CCCCCCCCn1cc[n+](COCCCOC[n+]2ccn(CCCCCCCC)c2)c1.[Cl-].[Cl-],gemini cationic,25,2.75000000000001,47.9,0.00000246,0.68,24.1,2.84731158765163,0
CCCCCCCCn1cc[n+](COCCOC[n+]2ccn(CCCCCCCC)c2)c1.[Cl-].[Cl-],gemini cationic,25,2.72000000000001,48.9,0.00000249,0.66,23.1,2.79269058354701,0
CCCCCCCn1cc[n+](COCCCCCCOC[n+]2ccn(CCCCCCC)c2)c1.[Cl-].[Cl-],gemini cationic,25,2.79000000000001,35.1,0.00000234,0.74,36.9,3.21168354649037,1
CCCCCCCn1cc[n+](COCCCCOC[n+]2ccn(CCCCCCC)c2)c1.[Cl-].[Cl-],gemini cationic,25,2.71000000000001,48.9,0.00000247,0.68,23.1,2.78327917126803,1
CCCCCCCn1cc[n+](COCCCOC[n+]2ccn(CCCCCCC)c2)c1.[Cl-].[Cl-],gemini cationic,25,2.68000000000001,50.1,0.00000259,0.66,21.9,2.72283212738335,1
CCCCCCCn1cc[n+](COCCOC[n+]2ccn(CCCCCCC)c2)c1.[Cl-].[Cl-],gemini cationic,25,2.65000000000001,51.2,0.00000253,0.64,20.8,2.66846227749913,1
CCCCCCn1cc[n+](COCCCCCCOC[n+]2ccn(CCCCCC)c2)c1.[Cl-].[Cl-],gemini cationic,25,2.71000000000001,36.3,0.00000241,0.71,35.7,3.09036313513623,4
CCCCCCn1cc[n+](COCCCCCOC[n+]2ccn(CCCCCC)c2)c1.[Cl-].[Cl-],gemini cationic,25,2.67000000000001,50.1,0.00000248,0.68,21.9,2.71473193948503,4
CCCCCCn1cc[n+](COCCCCOC[n+]2ccn(CCCCCC)c2)c1.[Cl-].[Cl-],gemini cationic,25,2.64000000000001,51.1,0.00000251,0.66,20.9,2.66093556069,4
CCCCCCn1cc[n+](COCCCOC[n+]2ccn(CCCCCC)c2)c1.[Cl-].[Cl-],gemini cationic,25,2.61000000000001,52.3,0.00000254,0.64,19.7,2.60310390323729,4
CCCCCCn1cc[n+](COCCOC[n+]2ccn(CCCCCC)c2)c1.[Cl-].[Cl-],gemini cationic,25,2.58000000000001,53.4,0.00000257,0.62,19.9,2.54819387796602,4
CCCCCn1cc[n+](COCCCCCCOC[n+]2ccn(CCCCC)c2)c1.[Cl-].[Cl-],gemini cationic,25,2.62000000000002,37.6,0.00000247,0.68,34.4,2.96039356976116,5
CCCCCn1cc[n+](COCCCCCOC[n+]2ccn(CCCCC)c2)c1.[Cl-].[Cl-],gemini cationic,25,2.58000000000001,52.1,0.00000252,0.66,18.6,2.57768305743688,6
CCCCCn1cc[n+](COCCCOC[n+]2ccn(CCCCC)c2)c1.[Cl-].[Cl-],gemini cationic,25,2.52,54.4,0.00000258,0.62,17.6,2.46568655572933,6
CCCCn1cc[n+](COCCCCCOC[n+]2ccn(CCCC)c2)c1.[Cl-].[Cl-],gemini cationic,25,2.49000000000001,53.9,0.00000256,0.64,16.5,2.4466659336239,7
CCCCn1cc[n+](COCCCCOC[n+]2ccn(CCCC)c2)c1.[Cl-].[Cl-],gemini cationic,25,2.45000000000001,55.1,0.00000259,0.62,16.87,2.38011600269035,7
CCCCn1cc[n+](COCCCOC[n+]2ccn(CCCC)c2)c1.[Cl-].[Cl-],gemini cationic,25,2.44,56.3,0.00000262,0.6,15.7,2.3441740854423,7
CCCCn1cc[n+](COCCOC[n+]2ccn(CCCC)c2)c1.[Cl-].[Cl-],gemini cationic,25,2.41,57.4,0.00000265,0.58,14.6,2.29102281358821,7
CCCn1cc[n+](COCCCCCCOC[n+]2ccn(CCC)c2)c1.[Cl-].[Cl-],gemini cationic,25,2.45000000000001,42.6,0.00000259,0.62,16.9,2.66190631442284,8
CCCn1cc[n+](COCCCCOC[n+]2ccn(CCC)c2)c1.[Cl-].[Cl-],gemini cationic,25,2.39,56.6,0.00000263,0.6,15.4,2.2878783338713,8
CCCn1cc[n+](COCCCOC[n+]2ccn(CCC)c2)c1.[Cl-].[Cl-],gemini cationic,25,2.32000000000001,57.8,0.00000266,0.58,14.2,2.19269010337307,8
CCCn1cc[n+](COCCOC[n+]2ccn(CCC)c2)c1.[Cl-].[Cl-],gemini cationic,25,2.38000000000001,59.8,0.00000269,0.56,12.2,2.21069954267302,9
CCn1cc[n+](COCCCCCCOC[n+]2ccn(CC)c2)c1.[Cl-].[Cl-],gemini cationic,25,2.37,44.8,0.00000266,0.59,27.2,2.52803987167482,9
CCn1cc[n+](COCCCCCOC[n+]2ccn(CC)c2)c1.[Cl-].[Cl-],gemini cationic,25,2.33000000000001,56.6,0.00000264,0.6,15.4,2.22826515836422,0
CCn1cc[n+](COCCCCOC[n+]2ccn(CC)c2)c1.[Cl-].[Cl-],gemini cationic,25,2.3,57.7,0.00000267,0.58,14.3,2.1753536967159,0
CCn1cc[n+](COCCCOC[n+]2ccn(CC)c2)c1.[Cl-].[Cl-],gemini cationic,25,2.26,58.9,0.0000027,0.56,13.1,2.11078889893418,0
CCn1cc[n+](COCCOC[n+]2ccn(CC)c2)c1.[Cl-].[Cl-],gemini cationic,25,2.23000000000001,60.1,0.00000271,0.54,11.9,2.05548549225577,0
Cn1cc[n+](COCCCCCCOC[n+]2ccn(C)c2)c1.[Cl-].[Cl-],gemini cationic,25,2.29,47.1,0.00000273,0.56,24.9,2.39479709439406,4
Cn1cc[n+](COCCCCOC[n+]2ccn(C)c2)c1.[Cl-].[Cl-],gemini cationic,25,2.22000000000001,59.6,0.00000271,0.56,12.4,2.05625799273381,5
Cn1cc[n+](COCCCOC[n+]2ccn(C)c2)c1.[Cl-].[Cl-],gemini cationic,25,2.18,60.8,0.00000274,0.54,11.2,1.99247986029177,5
Cn1cc[n+](COCCOC[n+]2ccn(C)c2)c1.[Cl-].[Cl-],gemini cationic,25,2.15000000000001,61.9,0.00000275,0.52,10.1,1.9398069706725,5
CCCCCCCCCCCCC(C[N+](C)(C)C)C(CCCCCCCCCCCC)C[N+](C)(C)C.[Br-].[Br-],gemini cationic,25,3.13786862068696,35.3,0.00000188,0.09,36.7,3.77,3
CCCCCCCCCCCC[N+](C)(C)CCCC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25,2.93218548883816,38,0.00000141,0.94,34,3.59,8
CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25,3.09690000000005,31.5,0.0000021,0.72,32,3.66686787053099,8
CCCCCCCCCC(=O)N[N+](C)(C)CCC[N+](C)(C)NC(=O)CCCCCCCCC.[Br-].[Br-],gemini cationic,25,2.45099673797421,33.2,0.00000178,0.93,38.8,3.03,6
CCCCCCCCCCCC(=O)N[N+](C)(C)CCC[N+](C)(C)NC(=O)CCCCCCCCCCC.[Br-].[Br-],gemini cationic,25,2.63078414258986,34,0.00000202,0.82,38,3.15,0
CCCCCCCCCCCCCC(=O)N[N+](C)(C)CCC[N+](C)(C)NC(=O)CCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25,2.85078088734462,37.5,0.00000216,0.77,34.5,3.25,4
CCCCCCCCCCCCCCCC(=O)N[N+](C)(C)CCC[N+](C)(C)NC(=O)CCCCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25,2.90308998699194,38.2,0.00000231,0.84,33.8,3.59,6
CCCCCCCCCCCCCCCC[N+](C)(C)CC(O)C[N+](C)(C)CCCCCCCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,25,4.72124639904717,42.2,,,29.8,5.3,0
CCCCCCCCCCCCCCCC[N+](C)(C)CCC[N+](C)(C)CCCCCCCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,25,4.82390874094432,42,,,30,5.4,1
CCCCCCCCCCCCCC[N+](C)(C)CC(O)C[N+](C)(C)CCCCCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,25,3.85387196432176,39,,,33,4.4,3
CCCCCCCCCCCCCC[N+](C)(C)CCC[N+](C)(C)CCCCCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,25,3.95860731484178,41.8,,,30.2,4.5,3
CCCCCCCCCCCC[N+](C)(C)CC(O)C[N+](C)(C)CCCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,25,3.10790539730952,37,,,35,3.2,7
CCCCCCCCCC[N+](C)(C)CC(O)C[N+](C)(C)CCCCCCCCCC.[Cl-].[Cl-],gemini cationic,25,2.49485002168009,36.5,,,35.5,2.9,3
CCCCCCCCCCCCCC[n+]1cccc(NC(=O)Nc2ccc[n+](CCCCCCCCCCCCCC)c2)c1.[Br-].[Br-],gemini cationic,25,4.80966830182971,36.2,,,35.77,,4
CCCCCCCCCCCC[n+]1cccc(NC(=O)Nc2ccc[n+](CCCCCCCCCCCC)c2)c1.[Br-].[Br-],gemini cationic,25,3.77728352885242,30.7,,,41.3,,9
CCCCCCCCCC[n+]1cccc(NC(=O)Nc2ccc[n+](CCCCCCCCCC)c2)c1.[Br-].[Br-],gemini cationic,25,3.07262963696098,33.5,,,38.47,,4
CCCCCCCC[n+]1cccc(NC(=O)Nc2ccc[n+](CCCCCCCC)c2)c1.[Br-].[Br-],gemini cationic,25,1.86327943284359,39.8,,,32.17,,9
CCCCCCCCCCCCCCCCCC[N+](C)(C)CCCCCC[N+](C)(C)CCCCCC.[Br-].[Br-],gemini cationic,25,3.22910000000005,,,,,,8
CCCCCCCCCCCCCCCC[N+](C)(C)CC(O)CC(O)[N+](C)(C)CCCCCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25,4.301,,,,,,0
CCCCCCCCCCCCCCCC[N+](C)(C)CCCCCCCCCCCC[N+](C)(C)CCCCCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25,4.699,,,,,,1
CCCCCCCCCCCCCCCC[N+](C)(C)CCCCCCCCCC[N+](C)(C)CCCCCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25,4.5686,,,,,,1
CCCCCCCCCCCCCCCC[N+](C)(C)CCCCCCCC[N+](C)(C)CCCCCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25,4.4815,,,,,,1
CCCCCCCCCCCCCCCC[N+](C)(C)CCCCCC[N+](C)(C)CCCCCCCC.[Br-].[Br-],gemini cationic,25,3.12490000000004,,,,,,1
CCCCCCCCCCCCCCCC[N+](C)(C)CCCCNC[N+](C)(C)CCCCCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25,4.9208,,,,,,1
CCCCCCCCCCCCCCCC[N+](C)(C)CCCCO[N+](C)(C)CCCCCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25,3.19380000000005,,,,,,1
CCCCCCCCCCCCCCCC[N+](C)(C)CCC[N+](C)(C)CCCCCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25,4.6021,,,,,,1
CCCCCCCCCCCCCCC[N+](C)(C)CCCCNC[N+](C)(C)CCCCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25,4.3665,,,,,,2
CCCCCCCCCCCCCCC[N+]1(CCC#CCC[N+]2(CCCCCCCCCCCCCCC)CCCC2)CCCC1.[Br-].[Br-],gemini cationic,25,3.8861000000002,,,,,,2
CCCCCCCCCCCCCC[N+](C)(C)CC(O)CC(O)[N+](C)(C)CCCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25,4.0706,,,,,,3
CCCCCCCCCCCCCC[N+](C)(C)CCCCCC[N+](C)(C)CCCCCCCCCC.[Br-].[Br-],gemini cationic,25,3.07570000000004,,,,,,3
CCCCCCCCCCCCCC[N+](C)(C)CCCCCC[N+](C)(C)CCCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25,3.80130000000005,,,,,,3
CCCCCCCCCCCCCC[N+](C)(C)CCCCNC[N+](C)(C)CCCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25,3.9208000000001,,,,,,3
CCCCCCCCCCCCCC[N+](C)(C)CCCCO[N+](C)(C)CCCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25,3.72120000000005,,,,,,3
CCCCCCCCCCCCCC[N+](C)(C)CCCC[N+](C)(C)CCCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25,3.86970000000032,,,,,,3
CCCCCCCCCCCCC[N+](C)(C)CCCCCC[N+](C)(C)CCCCCCCCCCC.[Br-].[Br-],gemini cationic,25,3.05550000000001,,,,,,4
CCCCCCCCCCCCC[N+](C)(C)CCCCNC[N+](C)(C)CCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25,3.48150000000005,,,,,,4
CCCCCCCCCCCCC[N+](C)(C)CCCCO[N+](C)(C)CCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25,3.4202000000001,,,,,,4
CCCCCCCCCCCCC[N+]1(CCC#CCC[N+]2(CCCCCCCCCCCCC)CCCC2)CCCC1.[Br-].[Br-],gemini cationic,25,3.04100000000003,,,,,,4
CCCCCCCCCCCCC[N+]1(CCC#CCC[N+]2(CCCCCCCCCCCCC)CCCCC2)CCCCC1.[Br-].[Br-],gemini cationic,25,3.05060000000001,,,,,,4
CCCCCCCCCCCC[N+](C)(C)CC(O)CC(O)[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25,3.15490000000006,,,,,,7
CCCCCCCCCCCC[N+](C)(C)CCCCCCCCCCCCCCCC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25,3.9208000000001,39.4,,,32.57,,7
CCCCCCCCCCCC[N+](C)(C)CCCCCCCCCCCCCC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25,3.69900000000016,39.5,,,32.47,,7
CCCCCCCCCCCC[N+](C)(C)CCCCCCCCCCCC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25,3.43180000000007,41.5,,,30.47,,7
CCCCCCCCCCCC[N+](C)(C)CCCCCCCCCC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25,3.20070000000004,43,,,28.97,,7
CCCCCCCCCCCC[N+](C)(C)CCCCCCCC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25,3.0809,42.8,,,29.17,,7
CCCCCCCCCCCC[N+](C)(C)CCCCNC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25,2.95860000000001,,,,,,8
CCCCCCCCCCCC[N+](C)(C)CCCCO[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25,3,,,,,,8
CCCCCCCCCCCC[N+](C)(C)CCOCCOCCOCCOCC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25,3.04580000000003,,,,,,8
CCCCCCCCCCCC[N+](C)(C)CCOCCOCCOCC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25,3.06550000000003,,,,,,8
CCCCCCCCCCC[N+](C)(C)CCCCNC[N+](C)(C)CCCCCCCCCCC.[Br-].[Br-],gemini cationic,25,2.52290000000001,,,,,,0
CCCCCCCCCCC[N+](C)(C)CCCCO[N+](C)(C)CCCCCCCCCCC.[Br-].[Br-],gemini cationic,25,2.58500000000001,,,,,,0
